ENSG00000110514,ENST00000636321
ENSG00000242534,ENST00000520194
ENSG00000242534,ENST00000521304
ENSG00000241566,ENST00000523070
ENSG00000241566,ENST00000519999
ENSG00000241566,ENST00000522473
ENSG00000241566,ENST00000604652
ENSG00000241566,ENST00000522607
ENSG00000241566,ENST00000605025
ENSG00000241566,ENST00000517571
ENSG00000241566,ENST00000518834
ENSG00000241566,ENST00000558710
ENSG00000241566,ENST00000613976
ENSG00000241566,ENST00000518305
ENSG00000241566,ENST00000518179
ENSG00000241566,ENST00000521969
ENSG00000241566,ENST00000603664
ENSG00000241566,ENST00000523309
ENSG00000241566,ENST00000605129
ENSG00000241566,ENST00000519785
ENSG00000241566,ENST00000518729
ENSG00000241566,ENST00000518643
ENSG00000241566,ENST00000520194
ENSG00000241566,ENST00000521304
ENSG00000243264,ENST00000523070
ENSG00000243264,ENST00000519999
ENSG00000243264,ENST00000522473
ENSG00000243264,ENST00000604652
ENSG00000243264,ENST00000522607
ENSG00000243264,ENST00000605025
ENSG00000243264,ENST00000517571
ENSG00000243264,ENST00000518834
ENSG00000243264,ENST00000558710
ENSG00000243264,ENST00000613976
ENSG00000243264,ENST00000518305
ENSG00000243264,ENST00000518179
ENSG00000243264,ENST00000521969
ENSG00000243264,ENST00000603664
ENSG00000243264,ENST00000523309
ENSG00000243264,ENST00000605129
ENSG00000243264,ENST00000519785
ENSG00000243264,ENST00000518729
ENSG00000243264,ENST00000518643
ENSG00000243264,ENST00000520194
ENSG00000243264,ENST00000521304
ENSG00000241294,ENST00000523070
ENSG00000241294,ENST00000519999
ENSG00000241294,ENST00000522473
ENSG00000241294,ENST00000604652
ENSG00000241294,ENST00000522607
ENSG00000241294,ENST00000605025
ENSG00000241294,ENST00000517571
ENSG00000241294,ENST00000518834
ENSG00000241294,ENST00000558710
ENSG00000241294,ENST00000613976
ENSG00000241294,ENST00000518305
ENSG00000241294,ENST00000518179
ENSG00000241294,ENST00000521969
ENSG00000241294,ENST00000603664
ENSG00000241294,ENST00000523309
ENSG00000241294,ENST00000605129
ENSG00000241294,ENST00000519785
ENSG00000241294,ENST00000518729
ENSG00000241294,ENST00000518643
ENSG00000241294,ENST00000520194
ENSG00000241294,ENST00000521304
ENSG00000239571,ENST00000523070
ENSG00000239571,ENST00000519999
ENSG00000239571,ENST00000522473
ENSG00000239571,ENST00000604652
ENSG00000239571,ENST00000522607
ENSG00000239571,ENST00000605025
ENSG00000239571,ENST00000517571
ENSG00000239571,ENST00000518834
ENSG00000239571,ENST00000558710
ENSG00000239571,ENST00000613976
ENSG00000239571,ENST00000518305
ENSG00000239571,ENST00000518179
ENSG00000239571,ENST00000521969
ENSG00000239571,ENST00000603664
ENSG00000239571,ENST00000523309
ENSG00000239571,ENST00000605129
ENSG00000239571,ENST00000519785
ENSG00000239571,ENST00000518729
ENSG00000239571,ENST00000518643
ENSG00000239571,ENST00000520194
ENSG00000239571,ENST00000521304
ENSG00000211623,ENST00000523070
ENSG00000211623,ENST00000519999
ENSG00000211623,ENST00000522473
ENSG00000211623,ENST00000604652
ENSG00000211623,ENST00000522607
ENSG00000211623,ENST00000605025
ENSG00000211623,ENST00000517571
ENSG00000211623,ENST00000518834
ENSG00000211623,ENST00000558710
ENSG00000211623,ENST00000613976
ENSG00000211623,ENST00000518305
ENSG00000211623,ENST00000518179
ENSG00000211623,ENST00000521969
ENSG00000211623,ENST00000603664
ENSG00000211623,ENST00000523309
ENSG00000211623,ENST00000605129
ENSG00000211623,ENST00000519785
ENSG00000211623,ENST00000518729
ENSG00000211623,ENST00000518643
ENSG00000211623,ENST00000520194
ENSG00000211623,ENST00000521304
ENSG00000243238,ENST00000523070
ENSG00000243238,ENST00000519999
ENSG00000243238,ENST00000522473
ENSG00000243238,ENST00000604652
ENSG00000243238,ENST00000522607
ENSG00000243238,ENST00000605025
ENSG00000243238,ENST00000517571
ENSG00000243238,ENST00000518834
ENSG00000243238,ENST00000558710
ENSG00000243238,ENST00000613976
ENSG00000243238,ENST00000518305
ENSG00000243238,ENST00000518179
ENSG00000243238,ENST00000521969
ENSG00000243238,ENST00000603664
ENSG00000243238,ENST00000523309
ENSG00000243238,ENST00000605129
ENSG00000243238,ENST00000519785
ENSG00000243238,ENST00000518729
ENSG00000243238,ENST00000518643
ENSG00000243238,ENST00000520194
ENSG00000243238,ENST00000521304
ENSG00000244116,ENST00000523070
ENSG00000244116,ENST00000519999
ENSG00000244116,ENST00000522473
ENSG00000244116,ENST00000604652
ENSG00000244116,ENST00000522607
ENSG00000244116,ENST00000605025
ENSG00000244116,ENST00000517571
ENSG00000244116,ENST00000518834
ENSG00000244116,ENST00000558710
ENSG00000244116,ENST00000613976
ENSG00000244116,ENST00000518305
ENSG00000244116,ENST00000518179
ENSG00000244116,ENST00000521969
ENSG00000244116,ENST00000603664
ENSG00000244116,ENST00000523309
ENSG00000244116,ENST00000605129
ENSG00000244116,ENST00000519785
ENSG00000244116,ENST00000518729
ENSG00000244116,ENST00000518643
ENSG00000244116,ENST00000520194
ENSG00000244116,ENST00000521304
ENSG00000251039,ENST00000523070
ENSG00000251039,ENST00000519999
ENSG00000251039,ENST00000522473
ENSG00000251039,ENST00000604652
ENSG00000251039,ENST00000522607
ENSG00000251039,ENST00000605025
ENSG00000251039,ENST00000517571
ENSG00000251039,ENST00000518834
ENSG00000251039,ENST00000558710
ENSG00000251039,ENST00000613976
ENSG00000251039,ENST00000518305
ENSG00000251039,ENST00000518179
ENSG00000251039,ENST00000521969
ENSG00000251039,ENST00000603664
ENSG00000251039,ENST00000523309
ENSG00000251039,ENST00000605129
ENSG00000251039,ENST00000519785
ENSG00000251039,ENST00000518729
ENSG00000251039,ENST00000518643
ENSG00000251039,ENST00000520194
ENSG00000251039,ENST00000521304
ENSG00000211598,ENST00000523070
ENSG00000211598,ENST00000519999
ENSG00000211598,ENST00000522473
ENSG00000211598,ENST00000604652
ENSG00000211598,ENST00000522607
ENSG00000211598,ENST00000605025
ENSG00000211598,ENST00000517571
ENSG00000211598,ENST00000518834
ENSG00000211598,ENST00000558710
ENSG00000211598,ENST00000613976
ENSG00000211598,ENST00000518305
ENSG00000211598,ENST00000518179
ENSG00000211598,ENST00000521969
ENSG00000211598,ENST00000603664
ENSG00000211598,ENST00000523309
ENSG00000211598,ENST00000605129
ENSG00000211598,ENST00000519785
ENSG00000211598,ENST00000518729
ENSG00000211598,ENST00000518643
ENSG00000211598,ENST00000520194
ENSG00000211598,ENST00000521304
ENSG00000273962,ENST00000523070
ENSG00000273962,ENST00000519999
ENSG00000273962,ENST00000522473
ENSG00000273962,ENST00000604652
ENSG00000273962,ENST00000522607
ENSG00000273962,ENST00000605025
ENSG00000273962,ENST00000517571
ENSG00000273962,ENST00000518834
ENSG00000273962,ENST00000558710
ENSG00000273962,ENST00000613976
ENSG00000273962,ENST00000518305
ENSG00000273962,ENST00000518179
ENSG00000273962,ENST00000521969
ENSG00000273962,ENST00000603664
ENSG00000273962,ENST00000523309
ENSG00000273962,ENST00000605129
ENSG00000273962,ENST00000519785
ENSG00000273962,ENST00000518729
ENSG00000273962,ENST00000518643
ENSG00000273962,ENST00000520194
ENSG00000273962,ENST00000521304
ENSG00000132740,ENST00000461248
ENSG00000273919,ENST00000621811
ENSG00000264215,ENST00000580630
ENSG00000143373,ENST00000436250
ENSG00000143373,ENST00000404435
ENSG00000143373,ENST00000262716
ENSG00000143373,ENST00000394628
ENSG00000143373,ENST00000421567
ENSG00000143373,ENST00000395679
ENSG00000143373,ENST00000577490
ENSG00000143373,ENST00000518830
ENSG00000143373,ENST00000622492
ENSG00000166716,ENST00000436250
ENSG00000166716,ENST00000404435
ENSG00000166716,ENST00000262716
ENSG00000166716,ENST00000394628
ENSG00000166716,ENST00000421567
ENSG00000166716,ENST00000395679
ENSG00000166716,ENST00000577490
ENSG00000166716,ENST00000518830
ENSG00000166716,ENST00000622492
ENSG00000074657,ENST00000436250
ENSG00000074657,ENST00000404435
ENSG00000074657,ENST00000262716
ENSG00000074657,ENST00000394628
ENSG00000074657,ENST00000421567
ENSG00000074657,ENST00000395679
ENSG00000074657,ENST00000577490
ENSG00000074657,ENST00000518830
ENSG00000074657,ENST00000622492
ENSG00000198818,ENST00000358576
ENSG00000198818,ENST00000604892
ENSG00000198818,ENST00000605404
ENSG00000198818,ENST00000575193
ENSG00000213064,ENST00000358576
ENSG00000213064,ENST00000604892
ENSG00000213064,ENST00000605404
ENSG00000213064,ENST00000575193
ENSG00000117640,ENST00000458183
ENSG00000117640,ENST00000438685
ENSG00000117640,ENST00000415190
ENSG00000146410,ENST00000458183
ENSG00000146410,ENST00000438685
ENSG00000146410,ENST00000415190
ENSG00000066855,ENST00000458183
ENSG00000066855,ENST00000438685
ENSG00000066855,ENST00000415190
ENSG00000232119,ENST00000394552
ENSG00000232112,ENST00000433132
ENSG00000232112,ENST00000420575
ENSG00000232112,ENST00000634896
ENSG00000232112,ENST00000634439
ENSG00000232112,ENST00000434626
ENSG00000232112,ENST00000418558
ENSG00000232112,ENST00000521201
ENSG00000232112,ENST00000520566
ENSG00000232112,ENST00000424496
ENSG00000147459,ENST00000445929
ENSG00000134516,ENST00000445929
ENSG00000128512,ENST00000445929
ENSG00000150760,ENST00000445929
ENSG00000088538,ENST00000445929
ENSG00000189366,ENST00000511564
ENSG00000189366,ENST00000489609
ENSG00000189366,ENST00000506448
ENSG00000189366,ENST00000515245
ENSG00000189366,ENST00000513466
ENSG00000189366,ENST00000500074
ENSG00000189366,ENST00000529482
ENSG00000189366,ENST00000591069
ENSG00000189366,ENST00000482834
ENSG00000189366,ENST00000478666
ENSG00000251287,ENST00000511564
ENSG00000251287,ENST00000489609
ENSG00000251287,ENST00000506448
ENSG00000251287,ENST00000515245
ENSG00000251287,ENST00000513466
ENSG00000251287,ENST00000500074
ENSG00000251287,ENST00000529482
ENSG00000251287,ENST00000591069
ENSG00000251287,ENST00000482834
ENSG00000251287,ENST00000478666
ENSG00000033011,ENST00000511564
ENSG00000033011,ENST00000489609
ENSG00000033011,ENST00000506448
ENSG00000033011,ENST00000515245
ENSG00000033011,ENST00000513466
ENSG00000033011,ENST00000500074
ENSG00000033011,ENST00000529482
ENSG00000033011,ENST00000591069
ENSG00000033011,ENST00000482834
ENSG00000033011,ENST00000478666
ENSG00000087589,ENST00000555468
ENSG00000087589,ENST00000553953
ENSG00000087589,ENST00000450188
ENSG00000087589,ENST00000557707
ENSG00000050820,ENST00000555468
ENSG00000050820,ENST00000553953
ENSG00000050820,ENST00000450188
ENSG00000050820,ENST00000557707
ENSG00000111859,ENST00000555468
ENSG00000111859,ENST00000553953
ENSG00000111859,ENST00000450188
ENSG00000111859,ENST00000557707
ENSG00000100842,ENST00000555468
ENSG00000100842,ENST00000553953
ENSG00000100842,ENST00000450188
ENSG00000100842,ENST00000557707
ENSG00000179954,ENST00000636452
ENSG00000179954,ENST00000605982
ENSG00000179954,ENST00000482993
ENSG00000179954,ENST00000636038
ENSG00000179954,ENST00000636837
ENSG00000177575,ENST00000636452
ENSG00000177575,ENST00000605982
ENSG00000177575,ENST00000482993
ENSG00000177575,ENST00000636038
ENSG00000177575,ENST00000636837
ENSG00000146700,ENST00000636452
ENSG00000146700,ENST00000605982
ENSG00000146700,ENST00000482993
ENSG00000146700,ENST00000636038
ENSG00000146700,ENST00000636837
ENSG00000177675,ENST00000636452
ENSG00000177675,ENST00000605982
ENSG00000177675,ENST00000482993
ENSG00000177675,ENST00000636038
ENSG00000177675,ENST00000636837
ENSG00000013725,ENST00000636452
ENSG00000013725,ENST00000605982
ENSG00000013725,ENST00000482993
ENSG00000013725,ENST00000636038
ENSG00000013725,ENST00000636837
ENSG00000073754,ENST00000636452
ENSG00000073754,ENST00000605982
ENSG00000073754,ENST00000482993
ENSG00000073754,ENST00000636038
ENSG00000073754,ENST00000636837
ENSG00000187908,ENST00000636452
ENSG00000187908,ENST00000605982
ENSG00000187908,ENST00000482993
ENSG00000187908,ENST00000636038
ENSG00000187908,ENST00000636837
ENSG00000164099,ENST00000636452
ENSG00000164099,ENST00000605982
ENSG00000164099,ENST00000482993
ENSG00000164099,ENST00000636038
ENSG00000164099,ENST00000636837
ENSG00000065150,ENST00000600039
ENSG00000065150,ENST00000545710
ENSG00000137040,ENST00000600039
ENSG00000137040,ENST00000545710
ENSG00000170379,ENST00000481651
ENSG00000170379,ENST00000493239
ENSG00000170379,ENST00000480264
ENSG00000170379,ENST00000638055
ENSG00000170379,ENST00000463346
ENSG00000170379,ENST00000414990
ENSG00000170379,ENST00000291129
ENSG00000170379,ENST00000491047
ENSG00000170379,ENST00000468266
ENSG00000170379,ENST00000494978
ENSG00000170379,ENST00000471316
ENSG00000170379,ENST00000517565
ENSG00000283528,ENST00000481651
ENSG00000283528,ENST00000493239
ENSG00000283528,ENST00000480264
ENSG00000283528,ENST00000638055
ENSG00000283528,ENST00000463346
ENSG00000283528,ENST00000414990
ENSG00000283528,ENST00000291129
ENSG00000283528,ENST00000491047
ENSG00000283528,ENST00000468266
ENSG00000283528,ENST00000494978
ENSG00000283528,ENST00000471316
ENSG00000283528,ENST00000517565
ENSG00000198420,ENST00000481651
ENSG00000198420,ENST00000493239
ENSG00000198420,ENST00000480264
ENSG00000198420,ENST00000638055
ENSG00000198420,ENST00000463346
ENSG00000198420,ENST00000414990
ENSG00000198420,ENST00000291129
ENSG00000198420,ENST00000491047
ENSG00000198420,ENST00000468266
ENSG00000198420,ENST00000494978
ENSG00000198420,ENST00000471316
ENSG00000198420,ENST00000517565
ENSG00000065154,ENST00000454598
ENSG00000065154,ENST00000423117
ENSG00000065154,ENST00000448031
ENSG00000065154,ENST00000413071
ENSG00000065154,ENST00000457562
ENSG00000065154,ENST00000437312
ENSG00000065154,ENST00000453735
ENSG00000065154,ENST00000435089
ENSG00000065154,ENST00000450868
ENSG00000065154,ENST00000445444
ENSG00000065154,ENST00000443639
ENSG00000065154,ENST00000452266
ENSG00000065154,ENST00000441060
ENSG00000065154,ENST00000433136
ENSG00000065154,ENST00000453276
ENSG00000111615,ENST00000419430
ENSG00000138646,ENST00000429033
ENSG00000138641,ENST00000429033
ENSG00000138642,ENST00000429033
ENSG00000114062,ENST00000429033
ENSG00000148634,ENST00000429033
ENSG00000165338,ENST00000429033
ENSG00000091513,ENST00000475455
ENSG00000091513,ENST00000460564
ENSG00000012223,ENST00000475455
ENSG00000012223,ENST00000460564
ENSG00000163975,ENST00000475455
ENSG00000163975,ENST00000460564
ENSG00000215817,ENST00000398578
ENSG00000058673,ENST00000398578
ENSG00000163491,ENST00000425793
ENSG00000163491,ENST00000547023
ENSG00000163491,ENST00000613011
ENSG00000163491,ENST00000433383
ENSG00000163491,ENST00000590791
ENSG00000163491,ENST00000613638
ENSG00000163491,ENST00000547616
ENSG00000163491,ENST00000586399
ENSG00000163491,ENST00000438441
ENSG00000136098,ENST00000425793
ENSG00000136098,ENST00000547023
ENSG00000136098,ENST00000613011
ENSG00000136098,ENST00000433383
ENSG00000136098,ENST00000590791
ENSG00000136098,ENST00000613638
ENSG00000136098,ENST00000547616
ENSG00000136098,ENST00000586399
ENSG00000136098,ENST00000438441
ENSG00000117650,ENST00000425793
ENSG00000117650,ENST00000547023
ENSG00000117650,ENST00000613011
ENSG00000117650,ENST00000433383
ENSG00000117650,ENST00000590791
ENSG00000117650,ENST00000613638
ENSG00000117650,ENST00000547616
ENSG00000117650,ENST00000586399
ENSG00000117650,ENST00000438441
ENSG00000151414,ENST00000425793
ENSG00000151414,ENST00000547023
ENSG00000151414,ENST00000613011
ENSG00000151414,ENST00000433383
ENSG00000151414,ENST00000590791
ENSG00000151414,ENST00000613638
ENSG00000151414,ENST00000547616
ENSG00000151414,ENST00000586399
ENSG00000151414,ENST00000438441
ENSG00000137601,ENST00000425793
ENSG00000137601,ENST00000547023
ENSG00000137601,ENST00000613011
ENSG00000137601,ENST00000433383
ENSG00000137601,ENST00000590791
ENSG00000137601,ENST00000613638
ENSG00000137601,ENST00000547616
ENSG00000137601,ENST00000586399
ENSG00000137601,ENST00000438441
ENSG00000119638,ENST00000425793
ENSG00000119638,ENST00000547023
ENSG00000119638,ENST00000613011
ENSG00000119638,ENST00000433383
ENSG00000119638,ENST00000590791
ENSG00000119638,ENST00000613638
ENSG00000119638,ENST00000547616
ENSG00000119638,ENST00000586399
ENSG00000119638,ENST00000438441
ENSG00000197168,ENST00000425793
ENSG00000197168,ENST00000547023
ENSG00000197168,ENST00000613011
ENSG00000197168,ENST00000433383
ENSG00000197168,ENST00000590791
ENSG00000197168,ENST00000613638
ENSG00000197168,ENST00000547616
ENSG00000197168,ENST00000586399
ENSG00000197168,ENST00000438441
ENSG00000160602,ENST00000425793
ENSG00000160602,ENST00000547023
ENSG00000160602,ENST00000613011
ENSG00000160602,ENST00000433383
ENSG00000160602,ENST00000590791
ENSG00000160602,ENST00000613638
ENSG00000160602,ENST00000547616
ENSG00000160602,ENST00000586399
ENSG00000160602,ENST00000438441
ENSG00000119408,ENST00000425793
ENSG00000119408,ENST00000547023
ENSG00000119408,ENST00000613011
ENSG00000119408,ENST00000433383
ENSG00000119408,ENST00000590791
ENSG00000119408,ENST00000613638
ENSG00000119408,ENST00000547616
ENSG00000119408,ENST00000586399
ENSG00000119408,ENST00000438441
ENSG00000114904,ENST00000425793
ENSG00000114904,ENST00000547023
ENSG00000114904,ENST00000613011
ENSG00000114904,ENST00000433383
ENSG00000114904,ENST00000590791
ENSG00000114904,ENST00000613638
ENSG00000114904,ENST00000547616
ENSG00000114904,ENST00000586399
ENSG00000114904,ENST00000438441
ENSG00000114670,ENST00000425793
ENSG00000114670,ENST00000547023
ENSG00000114670,ENST00000613011
ENSG00000114670,ENST00000433383
ENSG00000114670,ENST00000590791
ENSG00000114670,ENST00000613638
ENSG00000114670,ENST00000547616
ENSG00000114670,ENST00000586399
ENSG00000114670,ENST00000438441
ENSG00000134954,ENST00000485699
ENSG00000134954,ENST00000419271
ENSG00000134954,ENST00000392510
ENSG00000134954,ENST00000439300
ENSG00000134954,ENST00000415014
ENSG00000158711,ENST00000485699
ENSG00000158711,ENST00000419271
ENSG00000158711,ENST00000392510
ENSG00000158711,ENST00000439300
ENSG00000158711,ENST00000415014
ENSG00000163497,ENST00000485699
ENSG00000163497,ENST00000419271
ENSG00000163497,ENST00000392510
ENSG00000163497,ENST00000439300
ENSG00000163497,ENST00000415014
ENSG00000154727,ENST00000485699
ENSG00000154727,ENST00000419271
ENSG00000154727,ENST00000392510
ENSG00000154727,ENST00000439300
ENSG00000154727,ENST00000415014
ENSG00000105672,ENST00000485699
ENSG00000105672,ENST00000419271
ENSG00000105672,ENST00000392510
ENSG00000105672,ENST00000439300
ENSG00000105672,ENST00000415014
ENSG00000253831,ENST00000485699
ENSG00000253831,ENST00000419271
ENSG00000253831,ENST00000392510
ENSG00000253831,ENST00000439300
ENSG00000253831,ENST00000415014
ENSG00000105722,ENST00000485699
ENSG00000105722,ENST00000419271
ENSG00000105722,ENST00000392510
ENSG00000105722,ENST00000439300
ENSG00000105722,ENST00000415014
ENSG00000117036,ENST00000485699
ENSG00000117036,ENST00000419271
ENSG00000117036,ENST00000392510
ENSG00000117036,ENST00000439300
ENSG00000117036,ENST00000415014
ENSG00000244405,ENST00000485699
ENSG00000244405,ENST00000419271
ENSG00000244405,ENST00000392510
ENSG00000244405,ENST00000439300
ENSG00000244405,ENST00000415014
ENSG00000157557,ENST00000485699
ENSG00000157557,ENST00000419271
ENSG00000157557,ENST00000392510
ENSG00000157557,ENST00000439300
ENSG00000157557,ENST00000415014
ENSG00000175832,ENST00000485699
ENSG00000175832,ENST00000419271
ENSG00000175832,ENST00000392510
ENSG00000175832,ENST00000439300
ENSG00000175832,ENST00000415014
ENSG00000157554,ENST00000485699
ENSG00000157554,ENST00000419271
ENSG00000157554,ENST00000392510
ENSG00000157554,ENST00000439300
ENSG00000157554,ENST00000415014
ENSG00000126767,ENST00000485699
ENSG00000126767,ENST00000419271
ENSG00000126767,ENST00000392510
ENSG00000126767,ENST00000439300
ENSG00000126767,ENST00000415014
ENSG00000151702,ENST00000485699
ENSG00000151702,ENST00000419271
ENSG00000151702,ENST00000392510
ENSG00000151702,ENST00000439300
ENSG00000151702,ENST00000415014
ENSG00000006468,ENST00000485699
ENSG00000006468,ENST00000419271
ENSG00000006468,ENST00000392510
ENSG00000006468,ENST00000439300
ENSG00000006468,ENST00000415014
ENSG00000111145,ENST00000485699
ENSG00000111145,ENST00000419271
ENSG00000111145,ENST00000392510
ENSG00000111145,ENST00000439300
ENSG00000111145,ENST00000415014
ENSG00000114391,ENST00000612843
ENSG00000114391,ENST00000427883
ENSG00000114391,ENST00000447479
ENSG00000114391,ENST00000421023
ENSG00000114391,ENST00000467051
ENSG00000114391,ENST00000446071
ENSG00000114391,ENST00000454858
ENSG00000114391,ENST00000326586
ENSG00000114391,ENST00000399435
ENSG00000172154,ENST00000529291
ENSG00000172154,ENST00000526965
ENSG00000181767,ENST00000529291
ENSG00000181767,ENST00000526965
ENSG00000181693,ENST00000529291
ENSG00000181693,ENST00000526965
ENSG00000181761,ENST00000529291
ENSG00000181761,ENST00000526965
ENSG00000137166,ENST00000406139
ENSG00000137166,ENST00000394808
ENSG00000137166,ENST00000617244
ENSG00000137166,ENST00000421194
ENSG00000137273,ENST00000406139
ENSG00000137273,ENST00000394808
ENSG00000137273,ENST00000617244
ENSG00000137273,ENST00000421194
ENSG00000128573,ENST00000406139
ENSG00000128573,ENST00000394808
ENSG00000128573,ENST00000617244
ENSG00000128573,ENST00000421194
ENSG00000129654,ENST00000406139
ENSG00000129654,ENST00000394808
ENSG00000129654,ENST00000617244
ENSG00000129654,ENST00000421194
ENSG00000164916,ENST00000406139
ENSG00000164916,ENST00000394808
ENSG00000164916,ENST00000617244
ENSG00000164916,ENST00000421194
ENSG00000176165,ENST00000406139
ENSG00000176165,ENST00000394808
ENSG00000176165,ENST00000617244
ENSG00000176165,ENST00000421194
ENSG00000065970,ENST00000406139
ENSG00000065970,ENST00000394808
ENSG00000065970,ENST00000617244
ENSG00000065970,ENST00000421194
ENSG00000164379,ENST00000406139
ENSG00000164379,ENST00000394808
ENSG00000164379,ENST00000617244
ENSG00000164379,ENST00000421194
ENSG00000160973,ENST00000406139
ENSG00000160973,ENST00000394808
ENSG00000160973,ENST00000617244
ENSG00000160973,ENST00000421194
ENSG00000114861,ENST00000406139
ENSG00000114861,ENST00000394808
ENSG00000114861,ENST00000617244
ENSG00000114861,ENST00000421194
ENSG00000049768,ENST00000406139
ENSG00000049768,ENST00000394808
ENSG00000049768,ENST00000617244
ENSG00000049768,ENST00000421194
ENSG00000141568,ENST00000406139
ENSG00000141568,ENST00000394808
ENSG00000141568,ENST00000617244
ENSG00000141568,ENST00000421194
ENSG00000198815,ENST00000406139
ENSG00000198815,ENST00000394808
ENSG00000198815,ENST00000617244
ENSG00000198815,ENST00000421194
ENSG00000103241,ENST00000406139
ENSG00000103241,ENST00000394808
ENSG00000103241,ENST00000617244
ENSG00000103241,ENST00000421194
ENSG00000164919,ENST00000605137
ENSG00000164919,ENST00000401679
ENSG00000164919,ENST00000444980
ENSG00000164919,ENST00000490840
ENSG00000164919,ENST00000603667
ENSG00000164919,ENST00000555293
ENSG00000164919,ENST00000437445
ENSG00000162368,ENST00000605168
ENSG00000162368,ENST00000403727
ENSG00000154027,ENST00000605168
ENSG00000154027,ENST00000403727
ENSG00000106992,ENST00000605168
ENSG00000106992,ENST00000403727
ENSG00000139620,ENST00000402173
ENSG00000114933,ENST00000402173
ENSG00000111249,ENST00000624984
ENSG00000111249,ENST00000623065
ENSG00000111249,ENST00000624939
ENSG00000169856,ENST00000624984
ENSG00000169856,ENST00000623065
ENSG00000169856,ENST00000624939
ENSG00000119547,ENST00000624984
ENSG00000119547,ENST00000623065
ENSG00000119547,ENST00000624939
ENSG00000205922,ENST00000624984
ENSG00000205922,ENST00000623065
ENSG00000205922,ENST00000624939
ENSG00000257923,ENST00000624984
ENSG00000257923,ENST00000623065
ENSG00000257923,ENST00000624939
ENSG00000259138,ENST00000528327
ENSG00000259132,ENST00000406739
ENSG00000092036,ENST00000406739
ENSG00000158773,ENST00000451645
ENSG00000105698,ENST00000451645
ENSG00000174238,ENST00000458156
ENSG00000090975,ENST00000458156
ENSG00000091622,ENST00000458156
ENSG00000180957,ENST00000458156
ENSG00000154217,ENST00000458156
ENSG00000110697,ENST00000458156
ENSG00000214087,ENST00000622820
ENSG00000281831,ENST00000420251
ENSG00000281831,ENST00000425604
ENSG00000281831,ENST00000448093
ENSG00000281831,ENST00000376797
ENSG00000197721,ENST00000435216
ENSG00000197721,ENST00000441364
ENSG00000197721,ENST00000442572
ENSG00000197721,ENST00000443294
ENSG00000197721,ENST00000428434
ENSG00000203710,ENST00000435216
ENSG00000203710,ENST00000441364
ENSG00000203710,ENST00000442572
ENSG00000203710,ENST00000443294
ENSG00000203710,ENST00000428434
ENSG00000165124,ENST00000435216
ENSG00000165124,ENST00000441364
ENSG00000165124,ENST00000442572
ENSG00000165124,ENST00000443294
ENSG00000165124,ENST00000428434
ENSG00000183117,ENST00000435216
ENSG00000183117,ENST00000441364
ENSG00000183117,ENST00000442572
ENSG00000183117,ENST00000443294
ENSG00000183117,ENST00000428434
ENSG00000174938,ENST00000435216
ENSG00000174938,ENST00000441364
ENSG00000174938,ENST00000442572
ENSG00000174938,ENST00000443294
ENSG00000174938,ENST00000428434
ENSG00000063015,ENST00000435216
ENSG00000063015,ENST00000441364
ENSG00000063015,ENST00000442572
ENSG00000063015,ENST00000443294
ENSG00000063015,ENST00000428434
ENSG00000121904,ENST00000435216
ENSG00000121904,ENST00000441364
ENSG00000121904,ENST00000442572
ENSG00000121904,ENST00000443294
ENSG00000121904,ENST00000428434
ENSG00000117335,ENST00000435216
ENSG00000117335,ENST00000441364
ENSG00000117335,ENST00000442572
ENSG00000117335,ENST00000443294
ENSG00000117335,ENST00000428434
ENSG00000123838,ENST00000435216
ENSG00000123838,ENST00000441364
ENSG00000123838,ENST00000442572
ENSG00000123838,ENST00000443294
ENSG00000123838,ENST00000428434
ENSG00000164796,ENST00000435216
ENSG00000164796,ENST00000441364
ENSG00000164796,ENST00000442572
ENSG00000164796,ENST00000443294
ENSG00000164796,ENST00000428434
ENSG00000117322,ENST00000435216
ENSG00000117322,ENST00000441364
ENSG00000117322,ENST00000442572
ENSG00000117322,ENST00000443294
ENSG00000117322,ENST00000428434
ENSG00000100095,ENST00000435216
ENSG00000100095,ENST00000441364
ENSG00000100095,ENST00000442572
ENSG00000100095,ENST00000443294
ENSG00000100095,ENST00000428434
ENSG00000197728,ENST00000475156
ENSG00000197728,ENST00000413520
ENSG00000197728,ENST00000463445
ENSG00000197728,ENST00000435209
ENSG00000197728,ENST00000469206
ENSG00000197728,ENST00000444468
ENSG00000197728,ENST00000473094
ENSG00000197728,ENST00000405131
ENSG00000197728,ENST00000470806
ENSG00000197728,ENST00000419030
ENSG00000197728,ENST00000494006
ENSG00000197728,ENST00000471178
ENSG00000197728,ENST00000440331
ENSG00000197728,ENST00000463867
ENSG00000197728,ENST00000393490
ENSG00000197728,ENST00000473326
ENSG00000197728,ENST00000428525
ENSG00000197728,ENST00000431587
ENSG00000197728,ENST00000465478
ENSG00000197728,ENST00000419089
ENSG00000197728,ENST00000495779
ENSG00000197728,ENST00000479856
ENSG00000197728,ENST00000482895
ENSG00000197728,ENST00000448785
ENSG00000197728,ENST00000480579
ENSG00000197728,ENST00000485827
ENSG00000197728,ENST00000470205
ENSG00000197728,ENST00000433735
ENSG00000197728,ENST00000497201
ENSG00000197728,ENST00000485679
ENSG00000197728,ENST00000413892
ENSG00000197728,ENST00000447425
ENSG00000197728,ENST00000488067
ENSG00000197728,ENST00000468701
